timestamp,open,high,low,close,volume
2024-08-26 00:00:00+05:30,29.0,31.0,27.3,27.97,2805466
2024-08-27 00:00:00+05:30,26.95,27.45,25.75,26.1,224618
2024-08-28 00:00:00+05:30,26.98,26.98,25.65,26.3,137273
2024-08-29 00:00:00+05:30,26.0,26.34,24.7,25.21,49100
2024-08-30 00:00:00+05:30,25.98,26.9,24.82,26.0,93324
2024-09-02 00:00:00+05:30,26.45,27.4,25.25,26.22,134628
2024-09-03 00:00:00+05:30,26.21,26.88,25.1,25.57,172973
2024-09-04 00:00:00+05:30,25.57,25.57,24.75,24.94,47129
2024-09-05 00:00:00+05:30,25.01,25.95,25.0,25.38,20787
2024-09-06 00:00:00+05:30,25.39,25.8,24.91,25.19,78682
2024-09-09 00:00:00+05:30,25.19,25.74,23.53,23.81,283820
2024-09-10 00:00:00+05:30,23.82,24.35,23.37,23.76,44714
2024-09-11 00:00:00+05:30,23.6,24.43,23.4,23.58,41030
2024-09-12 00:00:00+05:30,23.95,24.32,23.61,23.98,19670
2024-09-13 00:00:00+05:30,24.45,24.56,23.72,24.25,18879
2024-09-16 00:00:00+05:30,24.05,24.95,24.02,24.58,38195
2024-09-17 00:00:00+05:30,24.79,27.17,24.45,25.84,575745
2024-09-18 00:00:00+05:30,26.4,27.99,26.2,26.58,330186
2024-09-19 00:00:00+05:30,26.6,26.89,24.12,24.5,211994
2024-09-20 00:00:00+05:30,24.92,25.74,24.65,25.14,62646
2024-09-23 00:00:00+05:30,25.24,26.4,24.26,24.58,83859
2024-09-24 00:00:00+05:30,24.5,25.0,24.11,24.38,39967
2024-09-25 00:00:00+05:30,24.15,24.89,24.05,24.17,30053
2024-09-26 00:00:00+05:30,24.8,26.7,23.85,26.12,523325
2024-09-27 00:00:00+05:30,26.35,26.97,25.5,25.71,153959
2024-09-30 00:00:00+05:30,25.97,25.97,24.4,24.5,84384
2024-10-01 00:00:00+05:30,24.61,25.18,24.51,24.76,42669
2024-10-03 00:00:00+05:30,24.22,26.99,24.06,26.15,572087
2024-10-04 00:00:00+05:30,26.2,26.2,25.0,25.09,106418
2024-10-07 00:00:00+05:30,25.27,25.27,22.15,22.4,101202
2024-10-08 00:00:00+05:30,22.55,25.0,22.3,24.73,455929
2024-10-09 00:00:00+05:30,25.4,25.8,23.3,23.9,108110
2024-10-10 00:00:00+05:30,23.9,24.56,23.05,24.13,30851
2024-10-11 00:00:00+05:30,24.56,24.79,23.68,23.9,27728
2024-10-14 00:00:00+05:30,24.49,24.49,23.86,24.01,22584
2024-10-15 00:00:00+05:30,24.07,24.47,24.07,24.26,16058
2024-10-16 00:00:00+05:30,24.95,24.95,23.61,23.75,27870
2024-10-17 00:00:00+05:30,24.01,24.12,23.75,23.81,19877
2024-10-18 00:00:00+05:30,24.14,24.14,23.25,23.6,19102
2024-10-21 00:00:00+05:30,23.94,24.8,23.41,23.7,44028
2024-10-22 00:00:00+05:30,23.71,23.71,21.06,21.5,61929
2024-10-23 00:00:00+05:30,21.98,22.72,21.11,22.32,13960
2024-10-24 00:00:00+05:30,22.64,22.64,21.57,21.89,15088
2024-10-25 00:00:00+05:30,21.9,22.08,20.9,20.93,23127
2024-10-28 00:00:00+05:30,20.96,21.97,20.89,21.41,22244
2024-10-29 00:00:00+05:30,21.42,21.76,20.61,20.93,26848
2024-10-30 00:00:00+05:30,21.25,22.49,20.7,22.24,24199
2024-10-31 00:00:00+05:30,22.65,22.75,22.02,22.67,9414
2024-11-01 00:00:00+05:30,22.67,22.99,22.13,22.68,2551
2024-11-04 00:00:00+05:30,22.99,23.75,22.33,23.2,33035
2024-11-05 00:00:00+05:30,23.5,23.93,22.5,23.02,21987
2024-11-06 00:00:00+05:30,23.08,25.55,23.07,24.72,146930
2024-11-07 00:00:00+05:30,24.17,25.78,24.17,24.75,76108
2024-11-08 00:00:00+05:30,24.98,24.98,23.5,23.52,47361
2024-11-11 00:00:00+05:30,23.97,23.98,23.23,23.54,19029
2024-11-12 00:00:00+05:30,23.95,26.4,23.4,24.27,154398
2024-11-13 00:00:00+05:30,23.4,23.96,22.11,22.29,57846
2024-11-14 00:00:00+05:30,23.9,23.9,21.94,22.32,29191
2024-11-18 00:00:00+05:30,22.21,22.5,21.61,21.91,17331
2024-11-19 00:00:00+05:30,22.0,23.39,21.73,22.57,29903
2024-11-21 00:00:00+05:30,22.03,22.88,21.9,22.29,17686
2024-11-22 00:00:00+05:30,22.85,22.96,22.15,22.31,11325
2024-11-25 00:00:00+05:30,22.95,23.87,22.33,22.8,20481
2024-11-26 00:00:00+05:30,22.55,23.38,22.31,22.7,13558
2024-11-27 00:00:00+05:30,22.97,22.97,21.9,22.71,33752
2024-11-28 00:00:00+05:30,22.56,23.39,22.56,23.11,16578
2024-11-29 00:00:00+05:30,23.48,26.0,22.88,24.08,289777
2024-12-02 00:00:00+05:30,23.51,23.9,22.8,23.0,96665
2024-12-03 00:00:00+05:30,22.99,23.0,22.66,22.92,81522
2024-12-04 00:00:00+05:30,22.97,22.98,22.6,22.85,20304
2024-12-05 00:00:00+05:30,22.98,23.67,22.78,22.89,39327
2024-12-06 00:00:00+05:30,23.37,23.37,22.77,22.9,12532
2024-12-09 00:00:00+05:30,23.25,23.25,22.25,22.46,36792
2024-12-10 00:00:00+05:30,23.1,23.1,22.4,22.54,16510
2024-12-11 00:00:00+05:30,22.66,23.0,22.45,22.69,33645
2024-12-12 00:00:00+05:30,22.81,23.0,22.5,22.58,11323
2024-12-13 00:00:00+05:30,22.41,22.86,22.15,22.25,12337
2024-12-16 00:00:00+05:30,22.99,22.99,22.12,22.43,30935
2024-12-17 00:00:00+05:30,22.41,25.01,22.41,23.69,241692
2024-12-18 00:00:00+05:30,23.99,24.97,23.27,23.85,74922
2024-12-19 00:00:00+05:30,23.84,24.48,23.07,23.69,50267
2024-12-20 00:00:00+05:30,23.99,23.99,22.71,22.83,33970
2024-12-23 00:00:00+05:30,22.96,23.11,22.16,22.34,23574
2024-12-24 00:00:00+05:30,22.42,22.85,22.16,22.17,23276
2024-12-26 00:00:00+05:30,22.48,22.48,22.06,22.19,7707
2024-12-27 00:00:00+05:30,22.46,22.46,21.8,21.94,11731
2024-12-30 00:00:00+05:30,21.93,21.93,21.25,21.57,9161
2024-12-31 00:00:00+05:30,21.96,22.47,21.01,21.35,25647
2025-01-01 00:00:00+05:30,21.6,22.48,21.59,21.95,14655
2025-01-02 00:00:00+05:30,21.61,22.9,21.55,21.93,36719
2025-01-03 00:00:00+05:30,22.34,22.34,21.75,21.91,9327
2025-01-06 00:00:00+05:30,21.91,21.91,20.63,20.82,35894
2025-01-07 00:00:00+05:30,20.94,21.39,20.94,21.06,8856
2025-01-08 00:00:00+05:30,21.15,21.19,20.6,20.72,13549
2025-01-09 00:00:00+05:30,20.72,22.25,20.25,21.15,14857
2025-01-10 00:00:00+05:30,21.01,21.01,20.08,20.21,16640
2025-01-13 00:00:00+05:30,19.45,20.2,18.66,18.68,29570
2025-01-14 00:00:00+05:30,18.68,19.65,18.68,19.48,9890
2025-01-15 00:00:00+05:30,19.97,19.97,19.37,19.83,3442
2025-01-16 00:00:00+05:30,19.91,20.24,19.63,19.71,7311
2025-01-17 00:00:00+05:30,20.05,20.19,19.52,19.76,6207
2025-01-20 00:00:00+05:30,19.71,19.91,19.25,19.71,9166
2025-01-21 00:00:00+05:30,19.52,23.65,19.52,21.47,614877
2025-01-22 00:00:00+05:30,21.95,22.7,20.11,20.41,139063
2025-01-23 00:00:00+05:30,20.94,20.94,20.12,20.4,29989
2025-01-24 00:00:00+05:30,20.3,21.88,20.0,20.2,60274
2025-01-27 00:00:00+05:30,20.94,20.94,19.01,19.37,62175
2025-01-28 00:00:00+05:30,19.01,19.8,17.51,18.25,49155
2025-01-29 00:00:00+05:30,18.45,19.45,18.45,19.01,19317
2025-01-30 00:00:00+05:30,19.29,19.31,18.62,18.95,10115
2025-01-31 00:00:00+05:30,19.2,19.38,18.73,18.86,18510
2025-02-01 00:00:00+05:30,19.43,19.7,18.66,18.82,11126
2025-02-03 00:00:00+05:30,19.39,19.39,18.75,19.0,9469
2025-02-04 00:00:00+05:30,19.48,19.67,19.25,19.28,5396
2025-02-05 00:00:00+05:30,19.06,19.51,18.95,19.19,15236
2025-02-06 00:00:00+05:30,19.41,19.66,18.9,18.97,12945
2025-02-07 00:00:00+05:30,19.48,19.48,18.8,18.85,8126
2025-02-10 00:00:00+05:30,19.34,19.34,17.78,17.99,29099
2025-02-11 00:00:00+05:30,18.37,18.8,17.56,17.68,22266
2025-02-12 00:00:00+05:30,17.76,17.97,17.15,17.57,17059
2025-02-13 00:00:00+05:30,17.26,18.09,17.26,17.74,25948
2025-02-14 00:00:00+05:30,17.98,17.98,16.51,16.8,24567
2025-02-17 00:00:00+05:30,17.5,19.07,16.57,17.07,72275
2025-02-18 00:00:00+05:30,17.02,18.59,16.53,16.53,20902
2025-02-19 00:00:00+05:30,16.63,17.89,16.63,16.88,10865
2025-02-20 00:00:00+05:30,16.87,17.35,16.54,17.29,2187
2025-02-21 00:00:00+05:30,17.35,17.6,16.7,17.13,9772
2025-02-24 00:00:00+05:30,17.12,18.99,17.01,17.16,38030
2025-02-25 00:00:00+05:30,16.51,17.74,16.51,16.53,24262
2025-02-27 00:00:00+05:30,16.8,17.9,16.22,16.31,38031
2025-02-28 00:00:00+05:30,16.77,16.77,15.17,15.24,24603
2025-03-03 00:00:00+05:30,15.32,15.32,14.32,14.57,41054
2025-03-04 00:00:00+05:30,14.39,15.0,14.17,14.63,9017
2025-03-05 00:00:00+05:30,14.9,16.9,14.9,16.53,43525
2025-03-06 00:00:00+05:30,16.53,17.6,16.05,17.34,48240
2025-03-07 00:00:00+05:30,17.2,17.81,16.8,17.02,29382
2025-03-10 00:00:00+05:30,16.6,18.8,15.63,15.96,36046
2025-03-11 00:00:00+05:30,16.45,17.85,15.1,15.47,132508
2025-03-12 00:00:00+05:30,15.57,15.83,15.06,15.1,31440
2025-03-13 00:00:00+05:30,15.81,15.81,14.83,15.07,23113
2025-03-17 00:00:00+05:30,15.59,15.6,14.51,14.54,24603
2025-03-18 00:00:00+05:30,14.97,14.99,14.25,14.66,14339
2025-03-19 00:00:00+05:30,15.01,15.53,14.65,15.08,41124
2025-03-20 00:00:00+05:30,15.39,18.09,15.39,17.82,175802
2025-03-21 00:00:00+05:30,18.2,20.74,18.2,19.86,538065
2025-03-24 00:00:00+05:30,20.45,20.69,18.52,18.74,144132
2025-03-25 00:00:00+05:30,18.79,19.18,17.11,17.77,68215
2025-03-26 00:00:00+05:30,17.26,17.95,16.7,17.24,82643
2025-03-27 00:00:00+05:30,17.5,17.8,16.36,16.8,69460
2025-03-28 00:00:00+05:30,16.82,17.74,16.51,16.57,18272
2025-04-01 00:00:00+05:30,16.6,18.61,16.36,17.82,35240
2025-04-02 00:00:00+05:30,17.85,18.47,17.82,18.16,6185
2025-04-03 00:00:00+05:30,18.11,18.28,17.65,17.88,12108
2025-04-04 00:00:00+05:30,18.4,18.4,17.17,17.2,3701
2025-04-07 00:00:00+05:30,16.0,16.9,15.62,16.35,12680
2025-04-08 00:00:00+05:30,16.55,17.44,16.55,17.07,12446
2025-04-09 00:00:00+05:30,17.18,17.95,17.18,17.23,4252
2025-04-11 00:00:00+05:30,18.0,19.74,17.3,18.07,58942
2025-04-15 00:00:00+05:30,19.1,19.73,17.7,18.67,51525
2025-04-16 00:00:00+05:30,18.89,18.89,18.0,18.52,18890
2025-04-17 00:00:00+05:30,18.25,18.79,18.25,18.64,9747
2025-04-21 00:00:00+05:30,18.64,18.79,18.02,18.36,13170
2025-04-22 00:00:00+05:30,18.26,18.64,18.23,18.33,15561
2025-04-23 00:00:00+05:30,18.34,18.4,18.02,18.17,11865
2025-04-24 00:00:00+05:30,18.17,20.0,18.05,18.31,107471
2025-04-25 00:00:00+05:30,18.57,18.57,17.15,17.56,21204
2025-04-28 00:00:00+05:30,17.86,17.88,17.15,17.37,7786
2025-04-29 00:00:00+05:30,17.9,17.9,17.1,17.54,3628
2025-04-30 00:00:00+05:30,18.73,18.73,16.7,16.84,16190
2025-05-02 00:00:00+05:30,16.75,17.42,16.75,16.99,8536
2025-05-05 00:00:00+05:30,16.7,17.89,16.7,16.82,11745
2025-05-06 00:00:00+05:30,16.8,17.34,16.7,16.84,13315
2025-05-07 00:00:00+05:30,16.7,18.0,16.23,16.76,11451
2025-05-08 00:00:00+05:30,16.85,16.93,15.7,15.97,34819
2025-05-09 00:00:00+05:30,15.0,15.95,15.0,15.74,15344
2025-05-12 00:00:00+05:30,16.22,16.89,16.22,16.52,21826
2025-05-13 00:00:00+05:30,17.37,17.37,16.42,16.95,22141
2025-05-14 00:00:00+05:30,16.81,17.68,16.7,17.09,36930
2025-05-15 00:00:00+05:30,17.11,20.4,17.11,19.54,290838
2025-05-16 00:00:00+05:30,19.53,21.49,19.53,19.99,68479
2025-05-19 00:00:00+05:30,19.99,20.0,18.05,18.64,74075
2025-05-20 00:00:00+05:30,18.64,18.87,18.21,18.75,17735
2025-05-21 00:00:00+05:30,19.34,19.34,18.12,18.35,8083
2025-05-22 00:00:00+05:30,18.35,19.45,18.17,18.96,19399
