entry_date,entry_price,direction,exit_date,exit_price,pnl
2020-05-12 00:00:00+05:30,18862.85,neutral,2020-05-18 00:00:00+05:30,17573.2,1289.6499999999978
2020-05-18 00:00:00+05:30,17573.2,neutral,2020-05-26 00:00:00+05:30,17440.35,132.85000000000218
2020-05-26 00:00:00+05:30,17440.35,neutral,2020-06-01 00:00:00+05:30,19959.9,-2519.550000000003
2020-06-01 00:00:00+05:30,19959.9,neutral,2020-06-08 00:00:00+05:30,21187.35,-1227.449999999997
2020-06-09 00:00:00+05:30,20724.9,neutral,2020-06-15 00:00:00+05:30,19912.9,812.0
2020-06-15 00:00:00+05:30,19912.9,neutral,2020-06-22 00:00:00+05:30,21708.35,-1795.449999999997
2020-06-22 00:00:00+05:30,21708.35,neutral,2020-06-29 00:00:00+05:30,21359.0,349.34999999999854
2020-06-29 00:00:00+05:30,21359.0,neutral,2020-07-06 00:00:00+05:30,22198.95,-839.9500000000007
2020-07-06 00:00:00+05:30,22198.95,neutral,2020-07-13 00:00:00+05:30,22089.25,109.70000000000073
2020-07-13 00:00:00+05:30,22089.25,neutral,2020-07-20 00:00:00+05:30,22321.85,-232.59999999999854
2020-07-20 00:00:00+05:30,22321.85,neutral,2020-07-27 00:00:00+05:30,21848.75,473.09999999999854
2020-07-27 00:00:00+05:30,21848.75,neutral,2020-08-03 00:00:00+05:30,21072.1,776.6500000000015
2020-08-03 00:00:00+05:30,21072.1,neutral,2020-08-10 00:00:00+05:30,21900.25,-828.1500000000015
2020-08-10 00:00:00+05:30,21900.25,neutral,2020-08-17 00:00:00+05:30,21700.85,199.40000000000146
2020-08-17 00:00:00+05:30,21700.85,neutral,2020-08-24 00:00:00+05:30,22833.0,-1132.1500000000015
2020-08-24 00:00:00+05:30,22833.0,neutral,2020-08-31 00:00:00+05:30,23754.35,-921.3499999999985
2020-08-31 00:00:00+05:30,23754.35,neutral,2020-09-07 00:00:00+05:30,22945.05,809.2999999999993
2020-09-07 00:00:00+05:30,22945.05,neutral,2020-09-14 00:00:00+05:30,22101.25,843.7999999999993
2020-09-14 00:00:00+05:30,22101.25,neutral,2020-09-21 00:00:00+05:30,21366.8,734.4500000000007
2020-09-25 00:00:00+05:30,20982.35,neutral,2020-09-30 00:00:00+05:30,21451.8,-469.4500000000007
2020-09-30 00:00:00+05:30,21451.8,neutral,2020-10-05 00:00:00+05:30,22370.95,-919.1500000000015
2020-10-05 00:00:00+05:30,22370.95,neutral,2020-10-12 00:00:00+05:30,23712.8,-1341.8499999999985
2020-10-12 00:00:00+05:30,23712.8,neutral,2020-10-19 00:00:00+05:30,24266.75,-553.9500000000007
2020-10-19 00:00:00+05:30,24266.75,neutral,2020-10-26 00:00:00+05:30,24075.45,191.29999999999927
2020-10-26 00:00:00+05:30,24075.45,neutral,2020-11-02 00:00:00+05:30,24892.5,-817.0499999999993
2020-11-02 00:00:00+05:30,24892.5,neutral,2020-11-09 00:00:00+05:30,27534.1,-2641.5999999999985
2020-11-09 00:00:00+05:30,27534.1,neutral,2020-11-14 00:00:00+05:30,28594.3,-1060.2000000000007
2020-11-14 00:00:00+05:30,28594.3,neutral,2020-11-19 00:00:00+05:30,28903.05,-308.75
2020-11-23 00:00:00+05:30,29024.2,neutral,2020-12-01 00:00:00+05:30,29817.85,-793.6499999999978
2020-12-01 00:00:00+05:30,29817.85,neutral,2020-12-07 00:00:00+05:30,30211.55,-393.7000000000007
2020-12-07 00:00:00+05:30,30211.55,neutral,2020-12-14 00:00:00+05:30,30745.9,-534.3500000000022
2020-12-14 00:00:00+05:30,30745.9,neutral,2020-12-21 00:00:00+05:30,29456.45,1289.4500000000007
2020-12-21 00:00:00+05:30,29456.45,neutral,2020-12-28 00:00:00+05:30,30880.95,-1424.5
2020-12-28 00:00:00+05:30,30880.95,neutral,2021-01-04 00:00:00+05:30,31212.45,-331.5
2021-01-04 00:00:00+05:30,31212.45,neutral,2021-01-11 00:00:00+05:30,31998.9,-786.4500000000007
2021-01-15 00:00:00+05:30,32246.8,neutral,2021-01-20 00:00:00+05:30,32543.7,-296.90000000000146
2021-01-20 00:00:00+05:30,32543.7,neutral,2021-01-25 00:00:00+05:30,31198.4,1345.2999999999993
2021-01-25 00:00:00+05:30,31198.4,neutral,2021-02-01 00:00:00+05:30,33089.05,-1890.6500000000015
2021-02-01 00:00:00+05:30,33089.05,neutral,2021-02-08 00:00:00+05:30,35983.65,-2894.5999999999985
2021-02-08 00:00:00+05:30,35983.65,neutral,2021-02-15 00:00:00+05:30,37306.25,-1322.5999999999985
2021-02-19 00:00:00+05:30,35841.6,neutral,2021-02-24 00:00:00+05:30,36452.3,-610.7000000000044
2021-02-24 00:00:00+05:30,36452.3,neutral,2021-03-01 00:00:00+05:30,35296.0,1156.300000000003
2021-03-01 00:00:00+05:30,35296.0,neutral,2021-03-08 00:00:00+05:30,35275.75,20.25
2021-03-08 00:00:00+05:30,35275.75,neutral,2021-03-15 00:00:00+05:30,35182.55,93.19999999999709
2021-03-15 00:00:00+05:30,35182.55,neutral,2021-03-22 00:00:00+05:30,33603.45,1579.1000000000058
2021-03-22 00:00:00+05:30,33603.45,neutral,2021-03-30 00:00:00+05:30,33875.1,-271.65000000000146
2021-03-30 00:00:00+05:30,33875.1,neutral,2021-04-05 00:00:00+05:30,32678.85,1196.25
2021-04-05 00:00:00+05:30,32678.85,neutral,2021-04-12 00:00:00+05:30,30792.0,1886.8499999999985
2021-04-12 00:00:00+05:30,30792.0,neutral,2021-04-19 00:00:00+05:30,31208.4,-416.40000000000146
2021-04-19 00:00:00+05:30,31208.4,neutral,2021-04-26 00:00:00+05:30,32275.15,-1066.75
2021-04-26 00:00:00+05:30,32275.15,neutral,2021-05-03 00:00:00+05:30,32465.75,-190.59999999999854
2021-05-03 00:00:00+05:30,32465.75,neutral,2021-05-10 00:00:00+05:30,33142.4,-676.6500000000015
2021-05-10 00:00:00+05:30,33142.4,neutral,2021-05-17 00:00:00+05:30,33459.25,-316.84999999999854
2021-05-17 00:00:00+05:30,33459.25,neutral,2021-05-24 00:00:00+05:30,34943.6,-1484.3499999999985
2021-05-24 00:00:00+05:30,34943.6,neutral,2021-05-31 00:00:00+05:30,35526.65,-583.0500000000029
2021-05-31 00:00:00+05:30,35526.65,neutral,2021-06-07 00:00:00+05:30,35443.65,83.0
2021-06-07 00:00:00+05:30,35443.65,neutral,2021-06-14 00:00:00+05:30,34950.6,493.0500000000029
2021-06-14 00:00:00+05:30,34950.6,neutral,2021-06-21 00:00:00+05:30,34871.3,79.29999999999563
2021-06-21 00:00:00+05:30,34871.3,neutral,2021-06-28 00:00:00+05:30,35359.45,-488.1499999999942
2021-06-28 00:00:00+05:30,35359.45,neutral,2021-07-05 00:00:00+05:30,35212.0,147.4499999999971
2021-07-05 00:00:00+05:30,35212.0,neutral,2021-07-12 00:00:00+05:30,35198.9,13.099999999998545
2021-07-12 00:00:00+05:30,35198.9,neutral,2021-07-19 00:00:00+05:30,35079.2,119.70000000000437
